RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch,Weight_kg_base
70,Ctrl,female,74,25,13,0.266,EtOH,start,121,123,Model,5,0.086
71,Alc+Str,female,74,25,13,0.249,EtOH,start,119,124,Model,5,0.069
72,Str,female,74,25,13,0.22,EtOH,start,121,124,Model,5,0.056
74,Str,female,74,25,13,0.246,EtOH,start,121,123,Model,5,0.065
75,Ctrl,female,74,25,13,0.235,EtOH,start,121,120,Model,5,0.08
76,Alc,female,74,25,13,0.286,EtOH,start,119,122,Model,5,0.09
77,Alc,female,74,25,13,0.198,EtOH,start,124,121,Model,5,0.112
78,Alc+Str,male,74,25,13,0.296,EtOH,start,120,120,Model,5,0.12
79,Str,male,74,25,13,0.305,EtOH,start,122,123,Model,5,0.138
81,Alc+Str,male,74,25,13,0.379,EtOH,start,119,122,Model,5,0.153
83,Str,male,74,25,13,0.316,EtOH,start,121,121,Model,5,0.142
84,Ctrl,male,74,25,13,0.3,EtOH,start,121,120,Model,5,0.134
85,Alc,male,74,25,13,0.327,EtOH,start,119,121,Model,5,0.143
86,Ctrl,male,74,25,13,0.352,EtOH,start,120,120,Model,5,0.166
87,Ctrl,male,74,25,13,0.331,EtOH,start,122,123,Model,5,0.158
68,Alc+Str,female,74,25,13,0.206,EtOH,30_mins,124,121,Model,5,0.07
69,Alc,female,74,25,13,0.254,EtOH,30_mins,118,118,Model,5,0.076
70,Ctrl,female,74,25,13,0.266,EtOH,30_mins,121,122,Model,5,0.086
71,Alc+Str,female,74,25,13,0.249,EtOH,30_mins,118,119,Model,5,0.069
72,Str,female,74,25,13,0.22,EtOH,30_mins,120,124,Model,5,0.056
74,Str,female,74,25,13,0.246,EtOH,30_mins,122,125,Model,5,0.065
75,Ctrl,female,74,25,13,0.235,EtOH,30_mins,117,120,Model,5,0.08
76,Alc,female,74,25,13,0.286,EtOH,30_mins,116,122,Model,5,0.09
77,Alc,female,74,25,13,0.198,EtOH,30_mins,124,120,Model,5,0.112
78,Alc+Str,male,74,25,13,0.296,EtOH,30_mins,117,119,Model,5,0.12
79,Str,male,74,25,13,0.305,EtOH,30_mins,123,122,Model,5,0.138
81,Alc+Str,male,74,25,13,0.379,EtOH,30_mins,119,115,Model,5,0.153
83,Str,male,74,25,13,0.316,EtOH,30_mins,118,120,Model,5,0.142
84,Ctrl,male,74,25,13,0.3,EtOH,30_mins,120,118,Model,5,0.134
85,Alc,male,74,25,13,0.327,EtOH,30_mins,116,112,Model,5,0.143
86,Ctrl,male,74,25,13,0.352,EtOH,30_mins,119,118,Model,5,0.166
87,Ctrl,male,74,25,13,0.331,EtOH,30_mins,120,122,Model,5,0.158
68,Alc+Str,female,74,26,13,0.206,EtOH,24_hrs,115,100,Model,5,0.07
69,Alc,female,74,26,13,0.254,EtOH,24_hrs,112,87,Model,5,0.076
70,Ctrl,female,74,26,13,0.266,EtOH,24_hrs,78,121,Model,5,0.086
71,Alc+Str,female,74,26,13,0.249,EtOH,24_hrs,107,76,Model,5,0.069
72,Str,female,74,26,13,0.22,EtOH,24_hrs,83,122,Model,5,0.056
74,Str,female,74,26,13,0.246,EtOH,24_hrs,82,114,Model,5,0.065
75,Ctrl,female,74,26,13,0.235,EtOH,24_hrs,81,119,Model,5,0.08
76,Alc,female,74,26,13,0.286,EtOH,24_hrs,106,93,Model,5,0.09
77,Alc,female,74,26,13,0.198,EtOH,24_hrs,122,89,Model,5,0.112
78,Alc+Str,male,74,26,13,0.296,EtOH,24_hrs,118,79,Model,5,0.12
79,Str,male,74,26,13,0.305,EtOH,24_hrs,86,120,Model,5,0.138
81,Alc+Str,male,74,26,13,0.379,EtOH,24_hrs,113,81,Model,5,0.153
83,Str,male,74,26,13,0.316,EtOH,24_hrs,114,87,Model,5,0.142
84,Ctrl,male,74,26,13,0.3,EtOH,24_hrs,118,74,Model,5,0.134
85,Alc,male,74,26,13,0.327,EtOH,24_hrs,107,73,Model,5,0.143
86,Ctrl,male,74,26,13,0.352,EtOH,24_hrs,117,78,Model,5,0.166
87,Ctrl,male,74,26,13,0.331,EtOH,24_hrs,76,119,Model,5,0.158
68,Alc+Str,female,75,26,13,0.195,H2O,start,125,125,Model,5,0.059
69,Alc,female,75,26,13,0.258,H2O,start,124,124,Model,5,0.08
70,Ctrl,female,75,26,13,0.284,H2O,start,125,124,Model,5,0.104
71,Alc+Str,female,75,26,13,0.263,H2O,start,123,126,Model,5,0.083
72,Str,female,75,26,13,0.225,H2O,start,122,126,Model,5,0.061
74,Str,female,75,26,13,0.247,H2O,start,124,124,Model,5,0.066
75,Ctrl,female,75,26,13,0.232,H2O,start,125,123,Model,5,0.077
76,Alc,female,75,26,13,0.287,H2O,start,122,118,Model,5,0.091
77,Alc,female,75,26,13,0.209,H2O,start,120,124,Model,5,0.123
78,Alc+Str,male,75,26,13,0.305,H2O,start,122,123,Model,5,0.129
79,Str,male,75,26,13,0.304,H2O,start,127,125,Model,5,0.137
81,Alc+Str,male,75,26,13,0.386,H2O,start,126,124,Model,5,0.16
83,Str,male,75,26,13,0.32,H2O,start,122,125,Model,5,0.146
84,Ctrl,male,75,26,13,0.339,H2O,start,124,125,Model,5,0.173
85,Alc,male,75,26,13,0.356,H2O,start,122,123,Model,5,0.172
86,Ctrl,male,75,26,13,0.326,H2O,start,124,124,Model,5,0.14
87,Ctrl,male,75,26,13,0.326,H2O,start,123,123,Model,5,0.153
68,Alc+Str,female,75,27,13,0.195,H2O,24_hrs,98,117,Model,5,0.059
69,Alc,female,75,27,13,0.258,H2O,24_hrs,93,112,Model,5,0.08
70,Ctrl,female,75,27,13,0.284,H2O,24_hrs,104,88,Model,5,0.104
71,Alc+Str,female,75,27,13,0.263,H2O,24_hrs,100,108,Model,5,0.083
72,Str,female,75,27,13,0.225,H2O,24_hrs,120,88,Model,5,0.061
74,Str,female,75,27,13,0.247,H2O,24_hrs,122,99,Model,5,0.066
75,Ctrl,female,75,27,13,0.232,H2O,24_hrs,90,121,Model,5,0.077
76,Alc,female,75,27,13,0.287,H2O,24_hrs,116,55,Model,5,0.091
77,Alc,female,75,27,13,0.209,H2O,24_hrs,97,107,Model,5,0.123
78,Alc+Str,male,75,27,13,0.305,H2O,24_hrs,122,85,Model,5,0.129
79,Str,male,75,27,13,0.304,H2O,24_hrs,122,87,Model,5,0.137
81,Alc+Str,male,75,27,13,0.386,H2O,24_hrs,98,103,Model,5,0.16
83,Str,male,75,27,13,0.32,H2O,24_hrs,118,79,Model,5,0.146
84,Ctrl,male,75,27,13,0.339,H2O,24_hrs,95,96,Model,5,0.173
85,Alc,male,75,27,13,0.356,H2O,24_hrs,102,108,Model,5,0.172
86,Ctrl,male,75,27,13,0.326,H2O,24_hrs,123,73,Model,5,0.14
87,Ctrl,male,75,27,13,0.326,H2O,24_hrs,79,120,Model,5,0.153
68,Alc+Str,female,76,27,14,0.206,EtOH,start,123,122,Model,5,0.07
69,Alc,female,76,27,14,0.253,EtOH,start,120,120,Model,5,0.075
70,Ctrl,female,76,27,14,0.27,EtOH,start,121,123,Model,5,0.09
71,Alc+Str,female,76,27,14,0.249,EtOH,start,119,123,Model,5,0.069
72,Str,female,76,27,14,0.227,EtOH,start,122,123,Model,5,0.063
74,Str,female,76,27,14,0.24,EtOH,start,123,124,Model,5,0.059
75,Ctrl,female,76,27,14,0.241,EtOH,start,121,123,Model,5,0.086
76,Alc,female,76,27,14,0.287,EtOH,start,122,122,Model,5,0.091
77,Alc,female,76,27,14,0.208,EtOH,start,119,123,Model,5,0.122
78,Alc+Str,male,76,27,14,0.308,EtOH,start,120,123,Model,5,0.132
79,Str,male,76,27,14,0.31,EtOH,start,122,123,Model,5,0.143
81,Alc+Str,male,76,27,14,0.385,EtOH,start,119,120,Model,5,0.159
83,Str,male,76,27,14,0.381,EtOH,start,122,122,Model,5,0.207
84,Ctrl,male,76,27,14,0.312,EtOH,start,121,120,Model,5,0.146
85,Alc,male,76,27,14,0.338,EtOH,start,119,122,Model,5,0.154
86,Ctrl,male,76,27,14,0.353,EtOH,start,119,122,Model,5,0.167
87,Ctrl,male,76,27,14,0.335,EtOH,start,122,121,Model,5,0.162
68,Alc+Str,female,76,27,14,0.206,EtOH,30_mins,121,118,Model,5,0.07
69,Alc,female,76,27,14,0.253,EtOH,30_mins,120,119,Model,5,0.075
70,Ctrl,female,76,27,14,0.27,EtOH,30_mins,120,120,Model,5,0.09
71,Alc+Str,female,76,27,14,0.249,EtOH,30_mins,119,120,Model,5,0.069
72,Str,female,76,27,14,0.227,EtOH,30_mins,119,120,Model,5,0.063
74,Str,female,76,27,14,0.24,EtOH,30_mins,121,122,Model,5,0.059
75,Ctrl,female,76,27,14,0.241,EtOH,30_mins,120,121,Model,5,0.086
76,Alc,female,76,27,14,0.287,EtOH,30_mins,120,121,Model,5,0.091
77,Alc,female,76,27,14,0.208,EtOH,30_mins,118,116,Model,5,0.122
78,Alc+Str,male,76,27,14,0.308,EtOH,30_mins,120,121,Model,5,0.132
79,Str,male,76,27,14,0.31,EtOH,30_mins,119,121,Model,5,0.143
81,Alc+Str,male,76,27,14,0.385,EtOH,30_mins,118,118,Model,5,0.159
83,Str,male,76,27,14,0.381,EtOH,30_mins,121,121,Model,5,0.207
84,Ctrl,male,76,27,14,0.312,EtOH,30_mins,121,116,Model,5,0.146
85,Alc,male,76,27,14,0.338,EtOH,30_mins,118,120,Model,5,0.154
86,Ctrl,male,76,27,14,0.353,EtOH,30_mins,118,121,Model,5,0.167
87,Ctrl,male,76,27,14,0.335,EtOH,30_mins,121,116,Model,5,0.162
68,Alc+Str,female,76,28,14,0.206,EtOH,24_hrs,119,97,Model,5,0.07
69,Alc,female,76,28,14,0.253,EtOH,24_hrs,116,118,Model,5,0.075
70,Ctrl,female,76,28,14,0.27,EtOH,24_hrs,77,116,Model,5,0.09
71,Alc+Str,female,76,28,14,0.249,EtOH,24_hrs,116,84,Model,5,0.069
72,Str,female,76,28,14,0.227,EtOH,24_hrs,90,117,Model,5,0.063
74,Str,female,76,28,14,0.24,EtOH,24_hrs,93,115,Model,5,0.059
75,Ctrl,female,76,28,14,0.241,EtOH,24_hrs,114,95,Model,5,0.086
76,Alc,female,76,28,14,0.287,EtOH,24_hrs,110,84,Model,5,0.091
77,Alc,female,76,28,14,0.208,EtOH,24_hrs,114,96,Model,5,0.122
78,Alc+Str,male,76,28,14,0.308,EtOH,24_hrs,118,88,Model,5,0.132
79,Str,male,76,28,14,0.31,EtOH,24_hrs,104,100,Model,5,0.143
81,Alc+Str,male,76,28,14,0.385,EtOH,24_hrs,113,77,Model,5,0.159
83,Str,male,76,28,14,0.381,EtOH,24_hrs,113,92,Model,5,0.207
84,Ctrl,male,76,28,14,0.312,EtOH,24_hrs,118,73,Model,5,0.146
85,Alc,male,76,28,14,0.338,EtOH,24_hrs,115,82,Model,5,0.154
86,Ctrl,male,76,28,14,0.353,EtOH,24_hrs,117,78,Model,5,0.167
87,Ctrl,male,76,28,14,0.335,EtOH,24_hrs,96,94,Model,5,0.162
68,Alc+Str,female,77,28,14,0.202,H2O,start,122,122,Model,5,0.066
69,Alc,female,77,28,14,0.227,H2O,start,120,122,Model,5,0.049
70,Ctrl,female,77,28,14,0.268,H2O,start,122,121,Model,5,0.088
71,Alc+Str,female,77,28,14,0.251,H2O,start,123,122,Model,5,0.071
72,Str,female,77,28,14,0.224,H2O,start,123,120,Model,5,0.06
74,Str,female,77,28,14,0.247,H2O,start,122,122,Model,5,0.066
75,Ctrl,female,77,28,14,0.265,H2O,start,124,121,Model,5,0.11
76,Alc,female,77,28,14,0.29,H2O,start,121,122,Model,5,0.094
77,Alc,female,77,28,14,0.201,H2O,start,123,121,Model,5,0.115
78,Alc+Str,male,77,28,14,0.305,H2O,start,120,122,Model,5,0.129
79,Str,male,77,28,14,0.309,H2O,start,123,123,Model,5,0.142
81,Alc+Str,male,77,28,14,0.396,H2O,start,120,124,Model,5,0.17
83,Str,male,77,28,14,0.324,H2O,start,121,122,Model,5,0.15
84,Ctrl,male,77,28,14,0.321,H2O,start,121,124,Model,5,0.155
85,Alc,male,77,28,14,0.343,H2O,start,121,121,Model,5,0.159
86,Ctrl,male,77,28,14,0.365,H2O,start,122,121,Model,5,0.179
87,Ctrl,male,77,28,14,0.342,H2O,start,122,121,Model,5,0.169
68,Alc+Str,female,77,29,14,0.202,H2O,24_hrs,122,97,Model,5,0.066
69,Alc,female,77,29,14,0.227,H2O,24_hrs,107,27,Model,5,0.049
70,Ctrl,female,77,29,14,0.268,H2O,24_hrs,118,82,Model,5,0.088
71,Alc+Str,female,77,29,14,0.251,H2O,24_hrs,105,106,Model,5,0.071
72,Str,female,77,29,14,0.224,H2O,24_hrs,107,109,Model,5,0.06
74,Str,female,77,29,14,0.247,H2O,24_hrs,93,120,Model,5,0.066
75,Ctrl,female,77,29,14,0.265,H2O,24_hrs,96,121,Model,5,0.11
76,Alc,female,77,29,14,0.29,H2O,24_hrs,70,118,Model,5,0.094
77,Alc,female,77,29,14,0.201,H2O,24_hrs,120,94,Model,5,0.115
78,Alc+Str,male,77,29,14,0.305,H2O,24_hrs,116,89,Model,5,0.129
79,Str,male,77,29,14,0.309,H2O,24_hrs,92,116,Model,5,0.142
81,Alc+Str,male,77,29,14,0.396,H2O,24_hrs,119,83,Model,5,0.17
83,Str,male,77,29,14,0.324,H2O,24_hrs,81,121,Model,5,0.15
84,Ctrl,male,77,29,14,0.321,H2O,24_hrs,83,114,Model,5,0.155
85,Alc,male,77,29,14,0.343,H2O,24_hrs,109,82,Model,5,0.159
86,Ctrl,male,77,29,14,0.365,H2O,24_hrs,117,78,Model,5,0.179
87,Ctrl,male,77,29,14,0.342,H2O,24_hrs,79,119,Model,5,0.169
68,Alc+Str,female,79,29,15,0.201,EtOH,start,119,122,Model,5,0.065
69,Alc,female,79,29,15,0.252,EtOH,start,118,121,Model,5,0.074
70,Ctrl,female,79,29,15,0.276,EtOH,start,120,122,Model,5,0.096
71,Alc+Str,female,79,29,15,0.246,EtOH,start,120,121,Model,5,0.066
72,Str,female,79,29,15,0.224,EtOH,start,122,122,Model,5,0.06
74,Str,female,79,29,15,0.246,EtOH,start,120,124,Model,5,0.065
75,Ctrl,female,79,29,15,0.241,EtOH,start,122,125,Model,5,0.086
76,Alc,female,79,29,15,0.295,EtOH,start,120,121,Model,5,0.099
77,Alc,female,79,29,15,0.204,EtOH,start,123,121,Model,5,0.118
78,Alc+Str,male,79,29,15,0.313,EtOH,start,119,123,Model,5,0.137
79,Str,male,79,29,15,0.319,EtOH,start,121,123,Model,5,0.152
81,Alc+Str,male,79,29,15,0.397,EtOH,start,119,122,Model,5,0.171
83,Str,male,79,29,15,0.335,EtOH,start,123,123,Model,5,0.161
84,Ctrl,male,79,29,15,0.324,EtOH,start,122,122,Model,5,0.158
85,Alc,male,79,29,15,0.353,EtOH,start,119,120,Model,5,0.169
86,Ctrl,male,79,29,15,0.373,EtOH,start,117,124,Model,5,0.187
87,Ctrl,male,79,29,15,0.347,EtOH,start,122,121,Model,5,0.174
68,Alc+Str,female,79,29,15,0.201,EtOH,30_mins,118,121,Model,5,0.065
69,Alc,female,79,29,15,0.252,EtOH,30_mins,118,118,Model,5,0.074
70,Ctrl,female,79,29,15,0.276,EtOH,30_mins,117,121,Model,5,0.096
71,Alc+Str,female,79,29,15,0.246,EtOH,30_mins,120,121,Model,5,0.066
72,Str,female,79,29,15,0.224,EtOH,30_mins,119,120,Model,5,0.06
74,Str,female,79,29,15,0.246,EtOH,30_mins,118,123,Model,5,0.065
75,Ctrl,female,79,29,15,0.241,EtOH,30_mins,122,122,Model,5,0.086
76,Alc,female,79,29,15,0.295,EtOH,30_mins,119,121,Model,5,0.099
77,Alc,female,79,29,15,0.204,EtOH,30_mins,122,121,Model,5,0.118
78,Alc+Str,male,79,29,15,0.313,EtOH,30_mins,118,124,Model,5,0.137
79,Str,male,79,29,15,0.319,EtOH,30_mins,120,118,Model,5,0.152
81,Alc+Str,male,79,29,15,0.397,EtOH,30_mins,117,122,Model,5,0.171
83,Str,male,79,29,15,0.335,EtOH,30_mins,121,120,Model,5,0.161
84,Ctrl,male,79,29,15,0.324,EtOH,30_mins,122,120,Model,5,0.158
85,Alc,male,79,29,15,0.353,EtOH,30_mins,118,121,Model,5,0.169
86,Ctrl,male,79,29,15,0.373,EtOH,30_mins,117,121,Model,5,0.187
87,Ctrl,male,79,29,15,0.347,EtOH,30_mins,123,122,Model,5,0.174
68,Alc+Str,female,79,30,15,0.201,EtOH,24_hrs,104,121,Model,5,0.065
69,Alc,female,79,30,15,0.252,EtOH,24_hrs,113,91,Model,5,0.074
70,Ctrl,female,79,30,15,0.276,EtOH,24_hrs,108,98,Model,5,0.096
71,Alc+Str,female,79,30,15,0.246,EtOH,24_hrs,114,96,Model,5,0.066
72,Str,female,79,30,15,0.224,EtOH,24_hrs,93,120,Model,5,0.06
74,Str,female,79,30,15,0.246,EtOH,24_hrs,114,106,Model,5,0.065
75,Ctrl,female,79,30,15,0.241,EtOH,24_hrs,121,97,Model,5,0.086
76,Alc,female,79,30,15,0.295,EtOH,24_hrs,114,91,Model,5,0.099
77,Alc,female,79,30,15,0.204,EtOH,24_hrs,120,91,Model,5,0.118
78,Alc+Str,male,79,30,15,0.313,EtOH,24_hrs,116,95,Model,5,0.137
79,Str,male,79,30,15,0.319,EtOH,24_hrs,118,85,Model,5,0.152
81,Alc+Str,male,79,30,15,0.397,EtOH,24_hrs,113,92,Model,5,0.171
83,Str,male,79,30,15,0.335,EtOH,24_hrs,118,88,Model,5,0.161
84,Ctrl,male,79,30,15,0.324,EtOH,24_hrs,120,79,Model,5,0.158
85,Alc,male,79,30,15,0.353,EtOH,24_hrs,114,94,Model,5,0.169
86,Ctrl,male,79,30,15,0.373,EtOH,24_hrs,114,82,Model,5,0.187
87,Ctrl,male,79,30,15,0.347,EtOH,24_hrs,102,103,Model,5,0.174
68,Alc+Str,female,79,30,15,0.201,H2O,start,121,123,Model,5,0.065
69,Alc,female,79,30,15,0.25,H2O,start,122,127,Model,5,0.072
70,Ctrl,female,79,30,15,0.264,H2O,start,125,124,Model,5,0.084
71,Alc+Str,female,79,30,15,0.248,H2O,start,121,124,Model,5,0.068
72,Str,female,79,30,15,0.215,H2O,start,124,125,Model,5,0.051
74,Str,female,79,30,15,0.244,H2O,start,127,123,Model,5,0.063
75,Ctrl,female,79,30,15,0.296,H2O,start,121,124,Model,5,0.141
76,Alc,female,79,30,15,0.249,H2O,start,123,123,Model,5,0.053
77,Alc,female,79,30,15,0.212,H2O,start,123,124,Model,5,0.126
78,Alc+Str,male,79,30,15,0.309,H2O,start,121,122,Model,5,0.133
79,Str,male,79,30,15,0.313,H2O,start,121,123,Model,5,0.146
81,Alc+Str,male,79,30,15,0.389,H2O,start,121,123,Model,5,0.163
83,Str,male,79,30,15,0.328,H2O,start,123,122,Model,5,0.154
84,Ctrl,male,79,30,15,0.331,H2O,start,124,123,Model,5,0.165
85,Alc,male,79,30,15,0.361,H2O,start,124,124,Model,5,0.177
86,Ctrl,male,79,30,15,0.375,H2O,start,123,123,Model,5,0.189
87,Ctrl,male,79,30,15,0.346,H2O,start,123,125,Model,5,0.173
68,Alc+Str,female,81,31,15,0.201,H2O,48_hrs,119,54,Model,5,0.065
69,Alc,female,81,31,15,0.25,H2O,48_hrs,110,72,Model,5,0.072
70,Ctrl,female,81,31,15,0.264,H2O,48_hrs,110,29,Model,5,0.084
71,Alc+Str,female,81,31,15,0.248,H2O,48_hrs,45,120,Model,5,0.068
72,Str,female,81,31,15,0.215,H2O,48_hrs,122,52,Model,5,0.051
74,Str,female,81,31,15,0.244,H2O,48_hrs,126,37,Model,5,0.063
75,Ctrl,female,81,31,15,0.296,H2O,48_hrs,118,64,Model,5,0.141
76,Alc,female,81,31,15,0.249,H2O,48_hrs,67,84,Model,5,0.053
77,Alc,female,81,31,15,0.212,H2O,48_hrs,59,113,Model,5,0.126
78,Alc+Str,male,81,31,15,0.309,H2O,48_hrs,82,86,Model,5,0.133
79,Str,male,81,31,15,0.313,H2O,48_hrs,61,112,Model,5,0.146
81,Alc+Str,male,81,31,15,0.389,H2O,48_hrs,64,107,Model,5,0.163
83,Str,male,81,31,15,0.328,H2O,48_hrs,38,121,Model,5,0.154
84,Ctrl,male,81,31,15,0.331,H2O,48_hrs,31,112,Model,5,0.165
85,Alc,male,81,31,15,0.361,H2O,48_hrs,108,48,Model,5,0.177
86,Ctrl,male,81,31,15,0.375,H2O,48_hrs,53,117,Model,5,0.189
87,Ctrl,male,81,31,15,0.346,H2O,48_hrs,107,62,Model,5,0.173
68,Alc+Str,female,81,31,16,0.207,EtOH,start,123,124,Model,5,0.071
69,Alc,female,81,31,16,0.262,EtOH,start,119,123,Model,5,0.084
70,Ctrl,female,81,31,16,0.279,EtOH,start,123,122,Model,5,0.099
71,Alc+Str,female,81,31,16,0.261,EtOH,start,119,123,Model,5,0.081
72,Str,female,81,31,16,0.231,EtOH,start,122,121,Model,5,0.067
74,Str,female,81,31,16,0.262,EtOH,start,121,118,Model,5,0.081
75,Ctrl,female,81,31,16,0.245,EtOH,start,122,121,Model,5,0.09
76,Alc,female,81,31,16,0.295,EtOH,start,120,123,Model,5,0.099
77,Alc,female,81,31,16,0.219,EtOH,start,122,121,Model,5,0.133
78,Alc+Str,male,81,31,16,0.32,EtOH,start,117,120,Model,5,0.144
79,Str,male,81,31,16,0.326,EtOH,start,122,122,Model,5,0.159
81,Alc+Str,male,81,31,16,0.41,EtOH,start,118,122,Model,5,0.184
83,Str,male,81,31,16,0.341,EtOH,start,121,121,Model,5,0.167
84,Ctrl,male,81,31,16,0.326,EtOH,start,122,122,Model,5,0.16
85,Alc,male,81,31,16,0.353,EtOH,start,120,122,Model,5,0.169
86,Ctrl,male,81,31,16,0.373,EtOH,start,119,122,Model,5,0.187
87,Ctrl,male,81,31,16,0.353,EtOH,start,122,120,Model,5,0.18
68,Alc+Str,female,81,31,16,0.207,EtOH,30_mins,120,122,Model,5,0.071
69,Alc,female,81,31,16,0.262,EtOH,30_mins,119,118,Model,5,0.084
70,Ctrl,female,81,31,16,0.279,EtOH,30_mins,122,118,Model,5,0.099
71,Alc+Str,female,81,31,16,0.261,EtOH,30_mins,118,120,Model,5,0.081
72,Str,female,81,31,16,0.231,EtOH,30_mins,116,121,Model,5,0.067
74,Str,female,81,31,16,0.262,EtOH,30_mins,120,118,Model,5,0.081
75,Ctrl,female,81,31,16,0.245,EtOH,30_mins,120,120,Model,5,0.09
76,Alc,female,81,31,16,0.295,EtOH,30_mins,120,120,Model,5,0.099
77,Alc,female,81,31,16,0.219,EtOH,30_mins,121,121,Model,5,0.133
78,Alc+Str,male,81,31,16,0.32,EtOH,30_mins,115,116,Model,5,0.144
79,Str,male,81,31,16,0.326,EtOH,30_mins,116,121,Model,5,0.159
81,Alc+Str,male,81,31,16,0.41,EtOH,30_mins,117,113,Model,5,0.184
83,Str,male,81,31,16,0.341,EtOH,30_mins,121,112,Model,5,0.167
84,Ctrl,male,81,31,16,0.326,EtOH,30_mins,117,121,Model,5,0.16
85,Alc,male,81,31,16,0.353,EtOH,30_mins,119,118,Model,5,0.169
86,Ctrl,male,81,31,16,0.373,EtOH,30_mins,118,121,Model,5,0.187
87,Ctrl,male,81,31,16,0.353,EtOH,30_mins,119,121,Model,5,0.18
68,Alc+Str,female,81,32,16,0.207,EtOH,24_hrs,95,120,Model,5,0.071
69,Alc,female,81,32,16,0.262,EtOH,24_hrs,117,88,Model,5,0.084
70,Ctrl,female,81,32,16,0.279,EtOH,24_hrs,107,85,Model,5,0.099
71,Alc+Str,female,81,32,16,0.261,EtOH,24_hrs,84,121,Model,5,0.081
72,Str,female,81,32,16,0.231,EtOH,24_hrs,113,88,Model,5,0.067
74,Str,female,81,32,16,0.262,EtOH,24_hrs,116,92,Model,5,0.081
75,Ctrl,female,81,32,16,0.245,EtOH,24_hrs,87,118,Model,5,0.09
76,Alc,female,81,32,16,0.295,EtOH,24_hrs,113,85,Model,5,0.099
77,Alc,female,81,32,16,0.219,EtOH,24_hrs,87,116,Model,5,0.133
78,Alc+Str,male,81,32,16,0.32,EtOH,24_hrs,114,84,Model,5,0.144
79,Str,male,81,32,16,0.326,EtOH,24_hrs,106,104,Model,5,0.159
81,Alc+Str,male,81,32,16,0.41,EtOH,24_hrs,112,93,Model,5,0.184
83,Str,male,81,32,16,0.341,EtOH,24_hrs,99,95,Model,5,0.167
84,Ctrl,male,81,32,16,0.326,EtOH,24_hrs,78,117,Model,5,0.16
85,Alc,male,81,32,16,0.353,EtOH,24_hrs,115,85,Model,5,0.169
86,Ctrl,male,81,32,16,0.373,EtOH,24_hrs,110,104,Model,5,0.187
87,Ctrl,male,81,32,16,0.353,EtOH,24_hrs,73,116,Model,5,0.18
68,Alc+Str,female,82,32,16,0.214,H2O,start,125,125,Model,5,0.078
69,Alc,female,82,32,16,0.262,H2O,start,124,124,Model,5,0.084
70,Ctrl,female,82,32,16,0.284,H2O,start,124,124,Model,5,0.104
71,Alc+Str,female,82,32,16,0.266,H2O,start,125,125,Model,5,0.086
72,Str,female,82,32,16,0.237,H2O,start,126,123,Model,5,0.073
74,Str,female,82,32,16,0.258,H2O,start,124,124,Model,5,0.077
75,Ctrl,female,82,32,16,0.253,H2O,start,123,124,Model,5,0.098
76,Alc,female,82,32,16,0.282,H2O,start,125,123,Model,5,0.086
77,Alc,female,82,32,16,0.22,H2O,start,125,123,Model,5,0.134
78,Alc+Str,male,82,32,16,0.333,H2O,start,123,124,Model,5,0.157
79,Str,male,82,32,16,0.325,H2O,start,123,122,Model,5,0.158
81,Alc+Str,male,82,32,16,0.41,H2O,start,124,124,Model,5,0.184
83,Str,male,82,32,16,0.345,H2O,start,124,124,Model,5,0.171
84,Ctrl,male,82,32,16,0.332,H2O,start,125,124,Model,5,0.166
85,Alc,male,82,32,16,0.367,H2O,start,123,123,Model,5,0.183
86,Ctrl,male,82,32,16,0.387,H2O,start,124,123,Model,5,0.201
87,Ctrl,male,82,32,16,0.363,H2O,start,122,123,Model,5,0.19
68,Alc+Str,female,82,33,16,0.214,H2O,24_hrs,106,123,Model,5,0.078
69,Alc,female,82,33,16,0.262,H2O,24_hrs,97,114,Model,5,0.084
70,Ctrl,female,82,33,16,0.284,H2O,24_hrs,76,121,Model,5,0.104
71,Alc+Str,female,82,33,16,0.266,H2O,24_hrs,119,93,Model,5,0.086
72,Str,female,82,33,16,0.237,H2O,24_hrs,92,117,Model,5,0.073
74,Str,female,82,33,16,0.258,H2O,24_hrs,106,112,Model,5,0.077
75,Ctrl,female,82,33,16,0.253,H2O,24_hrs,96,119,Model,5,0.098
76,Alc,female,82,33,16,0.282,H2O,24_hrs,87,109,Model,5,0.086
77,Alc,female,82,33,16,0.22,H2O,24_hrs,122,90,Model,5,0.134
78,Alc+Str,male,82,33,16,0.333,H2O,24_hrs,89,122,Model,5,0.157
79,Str,male,82,33,16,0.325,H2O,24_hrs,115,93,Model,5,0.158
81,Alc+Str,male,82,33,16,0.41,H2O,24_hrs,113,80,Model,5,0.184
83,Str,male,82,33,16,0.345,H2O,24_hrs,84,119,Model,5,0.171
84,Ctrl,male,82,33,16,0.332,H2O,24_hrs,119,87,Model,5,0.166
85,Alc,male,82,33,16,0.367,H2O,24_hrs,110,92,Model,5,0.183
86,Ctrl,male,82,33,16,0.387,H2O,24_hrs,113,85,Model,5,0.201
87,Ctrl,male,82,33,16,0.363,H2O,24_hrs,118,83,Model,5,0.19
68,Alc+Str,female,83,33,17,0.212,EtOH,start,123,121,Model,5,0.076
69,Alc,female,83,33,17,0.263,EtOH,start,119,122,Model,5,0.085
70,Ctrl,female,83,33,17,0.284,EtOH,start,124,122,Model,5,0.104
