Date,RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch,Weight_kg_base
28/10/2021,66,Alc+Str,male,76,26,13,0.328,EtOH,24_hrs,123,82,Model,4,0.12
28/10/2021,67,Alc,male,76,26,13,0.397,EtOH,24_hrs,114,100,Model,4,0.195
28/10/2021,52,Str,female,77,27,13,0.201,H2O,start,123,124,Model,4,0.043
28/10/2021,53,Alc,female,77,27,13,0.252,H2O,start,123,123,Model,4,0.099
28/10/2021,54,Ctrl,female,77,27,13,0.233,H2O,start,124,122,Model,4,0.078
28/10/2021,56,Alc,female,77,27,13,0.25,H2O,start,123,122,Model,4,0.089
28/10/2021,57,Str,female,77,27,13,0.218,H2O,start,123,122,Model,4,0.055
28/10/2021,58,Alc+Str,female,77,27,13,0.228,H2O,start,123,124,Model,4,0.074
28/10/2021,59,Ctrl,female,77,27,13,0.235,H2O,start,123,124,Model,4,0.087
28/10/2021,61,Alc,male,77,27,13,0.32,H2O,start,123,124,Model,4,0.143
28/10/2021,62,Alc+Str,male,77,27,13,0.314,H2O,start,123,123,Model,4,0.159
28/10/2021,63,Ctrl,male,77,27,13,0.379,H2O,start,123,122,Model,4,0.206
28/10/2021,64,Ctrl,male,77,27,13,0.36,H2O,start,123,123,Model,4,0.169
28/10/2021,65,Str,male,77,27,13,0.331,H2O,start,122,121,Model,4,0.149
28/10/2021,66,Alc+Str,male,77,27,13,0.332,H2O,start,122,121,Model,4,0.124
28/10/2021,67,Alc,male,77,27,13,0.383,H2O,start,123,121,Model,4,0.181
29/10/2021,52,Str,female,77,27,13,0.201,H2O,24_hrs,113,100,Model,4,0.043
29/10/2021,53,Alc,female,77,27,13,0.252,H2O,24_hrs,96,114,Model,4,0.099
29/10/2021,54,Ctrl,female,77,27,13,0.233,H2O,24_hrs,72,116,Model,4,0.078
29/10/2021,56,Alc,female,77,27,13,0.25,H2O,24_hrs,106,104,Model,4,0.089
29/10/2021,57,Str,female,77,27,13,0.218,H2O,24_hrs,101,108,Model,4,0.055
29/10/2021,58,Alc+Str,female,77,27,13,0.228,H2O,24_hrs,108,93,Model,4,0.074
29/10/2021,59,Ctrl,female,77,27,13,0.235,H2O,24_hrs,109,108,Model,4,0.087
29/10/2021,61,Alc,male,77,27,13,0.32,H2O,24_hrs,107,98,Model,4,0.143
29/10/2021,62,Alc+Str,male,77,27,13,0.314,H2O,24_hrs,109,97,Model,4,0.159
29/10/2021,63,Ctrl,male,77,27,13,0.379,H2O,24_hrs,77,120,Model,4,0.206
29/10/2021,64,Ctrl,male,77,27,13,0.36,H2O,24_hrs,105,98,Model,4,0.169
29/10/2021,65,Str,male,77,27,13,0.331,H2O,24_hrs,115,89,Model,4,0.149
29/10/2021,66,Alc+Str,male,77,27,13,0.332,H2O,24_hrs,82,119,Model,4,0.124
29/10/2021,67,Alc,male,77,27,13,0.383,H2O,24_hrs,95,89,Model,4,0.181
29/10/2021,52,Str,female,78,27,14,0.2,EtOH,start,123,123,Model,4,0.042
29/10/2021,53,Alc,female,78,27,14,0.257,EtOH,start,119,122,Model,4,0.104
29/10/2021,54,Ctrl,female,78,27,14,0.244,EtOH,start,122,121,Model,4,0.089
29/10/2021,56,Alc,female,78,27,14,0.251,EtOH,start,120,122,Model,4,0.09
29/10/2021,57,Str,female,78,27,14,0.214,EtOH,start,123,122,Model,4,0.051
29/10/2021,58,Alc+Str,female,78,27,14,0.224,EtOH,start,122,121,Model,4,0.07
29/10/2021,59,Ctrl,female,78,27,14,0.233,EtOH,start,123,123,Model,4,0.085
29/10/2021,61,Alc,male,78,27,14,0.319,EtOH,start,119,121,Model,4,0.142
29/10/2021,62,Alc+Str,male,78,27,14,0.314,EtOH,start,119,121,Model,4,0.159
29/10/2021,63,Ctrl,male,78,27,14,0.378,EtOH,start,121,122,Model,4,0.205
29/10/2021,64,Ctrl,male,78,27,14,0.36,EtOH,start,121,123,Model,4,0.169
29/10/2021,65,Str,male,78,27,14,0.333,EtOH,start,121,122,Model,4,0.151
29/10/2021,66,Alc+Str,male,78,27,14,0.327,EtOH,start,120,124,Model,4,0.119
29/10/2021,67,Alc,male,78,27,14,0.391,EtOH,start,120,123,Model,4,0.189
29/10/2021,52,Str,female,78,28,14,0.2,EtOH,30_mins,122,123,Model,4,0.042
29/10/2021,53,Alc,female,78,28,14,0.257,EtOH,30_mins,119,121,Model,4,0.104
29/10/2021,54,Ctrl,female,78,28,14,0.244,EtOH,30_mins,121,121,Model,4,0.089
29/10/2021,56,Alc,female,78,28,14,0.251,EtOH,30_mins,119,121,Model,4,0.09
29/10/2021,57,Str,female,78,28,14,0.214,EtOH,30_mins,123,122,Model,4,0.051
29/10/2021,58,Alc+Str,female,78,28,14,0.224,EtOH,30_mins,121,120,Model,4,0.07
29/10/2021,59,Ctrl,female,78,28,14,0.233,EtOH,30_mins,122,121,Model,4,0.085
29/10/2021,61,Alc,male,78,28,14,0.319,EtOH,30_mins,118,119,Model,4,0.142
29/10/2021,62,Alc+Str,male,78,28,14,0.314,EtOH,30_mins,117,119,Model,4,0.159
29/10/2021,63,Ctrl,male,78,28,14,0.378,EtOH,30_mins,120,118,Model,4,0.205
29/10/2021,64,Ctrl,male,78,28,14,0.36,EtOH,30_mins,116,121,Model,4,0.169
29/10/2021,65,Str,male,78,28,14,0.333,EtOH,30_mins,120,119,Model,4,0.151
29/10/2021,66,Alc+Str,male,78,28,14,0.327,EtOH,30_mins,119,122,Model,4,0.119
29/10/2021,67,Alc,male,78,28,14,0.391,EtOH,30_mins,120,122,Model,4,0.189
30/10/2021,52,Str,female,78,28,14,0.2,EtOH,24_hrs,112,109,Model,4,0.042
30/10/2021,53,Alc,female,78,28,14,0.257,EtOH,24_hrs,110,105,Model,4,0.104
30/10/2021,54,Ctrl,female,78,28,14,0.244,EtOH,24_hrs,90,115,Model,4,0.089
30/10/2021,56,Alc,female,78,28,14,0.251,EtOH,24_hrs,113,98,Model,4,0.09
30/10/2021,57,Str,female,78,28,14,0.214,EtOH,24_hrs,122,86,Model,4,0.051
30/10/2021,58,Alc+Str,female,78,28,14,0.224,EtOH,24_hrs,114,116,Model,4,0.07
30/10/2021,59,Ctrl,female,78,28,14,0.233,EtOH,24_hrs,120,98,Model,4,0.085
30/10/2021,61,Alc,male,78,28,14,0.319,EtOH,24_hrs,116,79,Model,4,0.142
30/10/2021,62,Alc+Str,male,78,28,14,0.314,EtOH,24_hrs,117,86,Model,4,0.159
30/10/2021,63,Ctrl,male,78,28,14,0.378,EtOH,24_hrs,116,85,Model,4,0.205
30/10/2021,64,Ctrl,male,78,28,14,0.36,EtOH,24_hrs,64,120,Model,4,0.169
30/10/2021,65,Str,male,78,28,14,0.333,EtOH,24_hrs,111,86,Model,4,0.151
30/10/2021,66,Alc+Str,male,78,28,14,0.327,EtOH,24_hrs,115,82,Model,4,0.119
30/10/2021,67,Alc,male,78,28,14,0.391,EtOH,24_hrs,118,76,Model,4,0.189
30/10/2021,52,Str,female,79,29,14,0.195,H2O,start,123,123,Model,4,0.037
30/10/2021,53,Alc,female,79,29,14,0.247,H2O,start,123,124,Model,4,0.094
30/10/2021,54,Ctrl,female,79,29,14,0.246,H2O,start,122,123,Model,4,0.091
30/10/2021,56,Alc,female,79,29,14,0.243,H2O,start,124,124,Model,4,0.082
30/10/2021,57,Str,female,79,29,14,0.214,H2O,start,122,123,Model,4,0.051
30/10/2021,58,Alc+Str,female,79,29,14,0.21,H2O,start,123,123,Model,4,0.056
30/10/2021,59,Ctrl,female,79,29,14,0.225,H2O,start,123,124,Model,4,0.077
30/10/2021,61,Alc,male,79,29,14,0.319,H2O,start,122,123,Model,4,0.142
30/10/2021,62,Alc+Str,male,79,29,14,0.309,H2O,start,123,122,Model,4,0.154
30/10/2021,63,Ctrl,male,79,29,14,0.375,H2O,start,122,122,Model,4,0.202
30/10/2021,64,Ctrl,male,79,29,14,0.362,H2O,start,122,123,Model,4,0.171
30/10/2021,65,Str,male,79,29,14,0.33,H2O,start,123,122,Model,4,0.148
30/10/2021,66,Alc+Str,male,79,29,14,0.326,H2O,start,123,123,Model,4,0.118
30/10/2021,67,Alc,male,79,29,14,0.392,H2O,start,121,122,Model,4,0.19
01/11/21,52,Str,female,79,29,14,0.195,H2O,48_hrs,109,73,Model,4,0.037
01/11/21,53,Alc,female,79,29,14,0.247,H2O,48_hrs,104,68,Model,4,0.094
01/11/21,54,Ctrl,female,79,29,14,0.246,H2O,48_hrs,117,59,Model,4,0.091
01/11/21,56,Alc,female,79,29,14,0.243,H2O,48_hrs,94,83,Model,4,0.082
01/11/21,57,Str,female,79,29,14,0.214,H2O,48_hrs,116,65,Model,4,0.051
01/11/21,58,Alc+Str,female,79,29,14,0.21,H2O,48_hrs,120,38,Model,4,0.056
01/11/21,59,Ctrl,female,79,29,14,0.225,H2O,48_hrs,90,98,Model,4,0.077
01/11/21,61,Alc,male,79,29,14,0.319,H2O,48_hrs,84,68,Model,4,0.142
01/11/21,62,Alc+Str,male,79,29,14,0.309,H2O,48_hrs,70,84,Model,4,0.154
01/11/21,63,Ctrl,male,79,29,14,0.375,H2O,48_hrs,53,104,Model,4,0.202
01/11/21,64,Ctrl,male,79,29,14,0.362,H2O,48_hrs,30,117,Model,4,0.171
01/11/21,65,Str,male,79,29,14,0.33,H2O,48_hrs,107,49,Model,4,0.148
01/11/21,66,Alc+Str,male,79,29,14,0.326,H2O,48_hrs,113,41,Model,4,0.118
01/11/21,67,Alc,male,79,29,14,0.392,H2O,48_hrs,99,51,Model,4,0.19
01/11/21,52,Str,female,81,29,15,0.21,EtOH,start,125,122,Model,4,0.052
01/11/21,53,Alc,female,81,29,15,0.26,EtOH,start,120,123,Model,4,0.107
01/11/21,54,Ctrl,female,81,29,15,0.236,EtOH,start,122,121,Model,4,0.081
01/11/21,56,Alc,female,81,29,15,0.25,EtOH,start,117,122,Model,4,0.089
01/11/21,57,Str,female,81,29,15,0.223,EtOH,start,122,122,Model,4,0.06
01/11/21,58,Alc+Str,female,81,29,15,0.225,EtOH,start,120,123,Model,4,0.071
01/11/21,59,Ctrl,female,81,29,15,0.244,EtOH,start,121,122,Model,4,0.096
01/11/21,61,Alc,male,81,29,15,0.33,EtOH,start,118,122,Model,4,0.153
01/11/21,62,Alc+Str,male,81,29,15,0.325,EtOH,start,118,121,Model,4,0.17
01/11/21,63,Ctrl,male,81,29,15,0.387,EtOH,start,121,121,Model,4,0.214
01/11/21,64,Ctrl,male,81,29,15,0.37,EtOH,start,121,122,Model,4,0.179
01/11/21,65,Str,male,81,29,15,0.359,EtOH,start,122,123,Model,4,0.177
01/11/21,66,Alc+Str,male,81,29,15,0.344,EtOH,start,119,122,Model,4,0.136
01/11/21,67,Alc,male,81,29,15,0.404,EtOH,start,118,122,Model,4,0.202
01/11/21,52,Str,female,81,30,15,0.21,EtOH,30_mins,122,122,Model,4,0.052
01/11/21,53,Alc,female,81,30,15,0.26,EtOH,30_mins,120,119,Model,4,0.107
01/11/21,54,Ctrl,female,81,30,15,0.236,EtOH,30_mins,122,120,Model,4,0.081
01/11/21,56,Alc,female,81,30,15,0.25,EtOH,30_mins,117,120,Model,4,0.089
01/11/21,57,Str,female,81,30,15,0.223,EtOH,30_mins,122,120,Model,4,0.06
01/11/21,58,Alc+Str,female,81,30,15,0.225,EtOH,30_mins,117,122,Model,4,0.071
01/11/21,59,Ctrl,female,81,30,15,0.244,EtOH,30_mins,118,122,Model,4,0.096
01/11/21,61,Alc,male,81,30,15,0.33,EtOH,30_mins,116,122,Model,4,0.153
01/11/21,62,Alc+Str,male,81,30,15,0.325,EtOH,30_mins,118,121,Model,4,0.17
01/11/21,63,Ctrl,male,81,30,15,0.387,EtOH,30_mins,122,122,Model,4,0.214
01/11/21,64,Ctrl,male,81,30,15,0.37,EtOH,30_mins,121,119,Model,4,0.179
01/11/21,65,Str,male,81,30,15,0.359,EtOH,30_mins,121,116,Model,4,0.177
01/11/21,66,Alc+Str,male,81,30,15,0.344,EtOH,30_mins,119,120,Model,4,0.136
01/11/21,67,Alc,male,81,30,15,0.404,EtOH,30_mins,117,122,Model,4,0.202
02/11/21,52,Str,female,81,30,15,0.21,EtOH,24_hrs,122,120,Model,4,0.052
02/11/21,53,Alc,female,81,30,15,0.26,EtOH,24_hrs,116,88,Model,4,0.107
02/11/21,54,Ctrl,female,81,30,15,0.236,EtOH,24_hrs,120,85,Model,4,0.081
02/11/21,56,Alc,female,81,30,15,0.25,EtOH,24_hrs,110,84,Model,4,0.089
02/11/21,57,Str,female,81,30,15,0.223,EtOH,24_hrs,98,116,Model,4,0.06
02/11/21,58,Alc+Str,female,81,30,15,0.225,EtOH,24_hrs,116,92,Model,4,0.071
02/11/21,59,Ctrl,female,81,30,15,0.244,EtOH,24_hrs,96,110,Model,4,0.096
02/11/21,61,Alc,male,81,30,15,0.33,EtOH,24_hrs,109,90,Model,4,0.153
02/11/21,62,Alc+Str,male,81,30,15,0.325,EtOH,24_hrs,115,84,Model,4,0.17
02/11/21,63,Ctrl,male,81,30,15,0.387,EtOH,24_hrs,89,107,Model,4,0.214
02/11/21,64,Ctrl,male,81,30,15,0.37,EtOH,24_hrs,119,69,Model,4,0.179
02/11/21,65,Str,male,81,30,15,0.359,EtOH,24_hrs,109,91,Model,4,0.177
02/11/21,66,Alc+Str,male,81,30,15,0.344,EtOH,24_hrs,113,85,Model,4,0.136
02/11/21,67,Alc,male,81,30,15,0.404,EtOH,24_hrs,108,91,Model,4,0.202
02/11/21,52,Str,female,82,31,15,0.201,H2O,start,122,123,Model,4,0.043
02/11/21,53,Alc,female,82,31,15,0.259,H2O,start,124,123,Model,4,0.106
02/11/21,54,Ctrl,female,82,31,15,0.25,H2O,start,123,123,Model,4,0.095
02/11/21,56,Alc,female,82,31,15,0.258,H2O,start,123,123,Model,4,0.097
02/11/21,57,Str,female,82,31,15,0.222,H2O,start,124,123,Model,4,0.059
02/11/21,58,Alc+Str,female,82,31,15,0.234,H2O,start,122,123,Model,4,0.08
02/11/21,59,Ctrl,female,82,31,15,0.238,H2O,start,123,123,Model,4,0.09
02/11/21,61,Alc,male,82,31,15,0.339,H2O,start,123,123,Model,4,0.162
02/11/21,62,Alc+Str,male,82,31,15,0.331,H2O,start,121,121,Model,4,0.176
02/11/21,63,Ctrl,male,82,31,15,0.394,H2O,start,121,121,Model,4,0.221
02/11/21,64,Ctrl,male,82,31,15,0.338,H2O,start,124,124,Model,4,0.147
02/11/21,65,Str,male,82,31,15,0.335,H2O,start,123,123,Model,4,0.153
02/11/21,66,Alc+Str,male,82,31,15,0.348,H2O,start,122,122,Model,4,0.14
02/11/21,67,Alc,male,82,31,15,0.407,H2O,start,122,122,Model,4,0.205
03/11/21,52,Str,female,82,31,15,0.201,H2O,24_hrs,77,119,Model,4,0.043
03/11/21,53,Alc,female,82,31,15,0.259,H2O,24_hrs,121,87,Model,4,0.106
03/11/21,54,Ctrl,female,82,31,15,0.25,H2O,24_hrs,87,114,Model,4,0.095
03/11/21,56,Alc,female,82,31,15,0.258,H2O,24_hrs,110,92,Model,4,0.097
03/11/21,57,Str,female,82,31,15,0.222,H2O,24_hrs,121,95,Model,4,0.059
03/11/21,58,Alc+Str,female,82,31,15,0.234,H2O,24_hrs,91,112,Model,4,0.08
03/11/21,59,Ctrl,female,82,31,15,0.238,H2O,24_hrs,120,99,Model,4,0.09
03/11/21,61,Alc,male,82,31,15,0.339,H2O,24_hrs,90,109,Model,4,0.162
03/11/21,62,Alc+Str,male,82,31,15,0.331,H2O,24_hrs,91,115,Model,4,0.176
03/11/21,63,Ctrl,male,82,31,15,0.394,H2O,24_hrs,78,117,Model,4,0.221
03/11/21,64,Ctrl,male,82,31,15,0.338,H2O,24_hrs,120,73,Model,4,0.147
03/11/21,65,Str,male,82,31,15,0.335,H2O,24_hrs,108,94,Model,4,0.153
03/11/21,66,Alc+Str,male,82,31,15,0.348,H2O,24_hrs,74,118,Model,4,0.14
03/11/21,67,Alc,male,82,31,15,0.407,H2O,24_hrs,81,118,Model,4,0.205
03/11/21,52,Str,female,83,31,16,0.208,EtOH,start,122,123,Model,4,0.05
03/11/21,53,Alc,female,83,31,16,0.257,EtOH,start,120,123,Model,4,0.104
03/11/21,54,Ctrl,female,83,31,16,0.253,EtOH,start,122,124,Model,4,0.098
03/11/21,56,Alc,female,83,31,16,0.256,EtOH,start,117,124,Model,4,0.095
03/11/21,57,Str,female,83,31,16,0.222,EtOH,start,124,124,Model,4,0.059
03/11/21,58,Alc+Str,female,83,31,16,0.23,EtOH,start,119,124,Model,4,0.076
03/11/21,59,Ctrl,female,83,31,16,0.232,EtOH,start,122,121,Model,4,0.084
03/11/21,61,Alc,male,83,31,16,0.345,EtOH,start,120,123,Model,4,0.168
03/11/21,62,Alc+Str,male,83,31,16,0.323,EtOH,start,120,122,Model,4,0.168
03/11/21,63,Ctrl,male,83,31,16,0.401,EtOH,start,123,122,Model,4,0.228
03/11/21,64,Ctrl,male,83,31,16,0.372,EtOH,start,120,118,Model,4,0.181
03/11/21,65,Str,male,83,31,16,0.364,EtOH,start,123,122,Model,4,0.182
03/11/21,66,Alc+Str,male,83,31,16,0.34,EtOH,start,119,122,Model,4,0.132
03/11/21,67,Alc,male,83,31,16,0.406,EtOH,start,120,123,Model,4,0.204
03/11/21,52,Str,female,83,32,16,0.208,EtOH,30_mins,121,123,Model,4,0.05
03/11/21,53,Alc,female,83,32,16,0.257,EtOH,30_mins,120,122,Model,4,0.104
03/11/21,54,Ctrl,female,83,32,16,0.253,EtOH,30_mins,122,122,Model,4,0.098
03/11/21,56,Alc,female,83,32,16,0.256,EtOH,30_mins,117,122,Model,4,0.095
03/11/21,57,Str,female,83,32,16,0.222,EtOH,30_mins,122,122,Model,4,0.059
03/11/21,58,Alc+Str,female,83,32,16,0.23,EtOH,30_mins,118,121,Model,4,0.076
03/11/21,59,Ctrl,female,83,32,16,0.232,EtOH,30_mins,122,119,Model,4,0.084
03/11/21,61,Alc,male,83,32,16,0.345,EtOH,30_mins,118,122,Model,4,0.168
03/11/21,62,Alc+Str,male,83,32,16,0.323,EtOH,30_mins,120,123,Model,4,0.168
03/11/21,63,Ctrl,male,83,32,16,0.401,EtOH,30_mins,122,118,Model,4,0.228
03/11/21,64,Ctrl,male,83,32,16,0.372,EtOH,30_mins,120,118,Model,4,0.181
03/11/21,65,Str,male,83,32,16,0.364,EtOH,30_mins,117,123,Model,4,0.182
03/11/21,66,Alc+Str,male,83,32,16,0.34,EtOH,30_mins,117,122,Model,4,0.132
03/11/21,67,Alc,male,83,32,16,0.406,EtOH,30_mins,119,123,Model,4,0.204
04/11/21,52,Str,female,83,32,16,0.208,EtOH,24_hrs,121,100,Model,4,0.05
04/11/21,53,Alc,female,83,32,16,0.257,EtOH,24_hrs,102,122,Model,4,0.104
04/11/21,54,Ctrl,female,83,32,16,0.253,EtOH,24_hrs,115,95,Model,4,0.098
04/11/21,56,Alc,female,83,32,16,0.256,EtOH,24_hrs,110,99,Model,4,0.095
04/11/21,57,Str,female,83,32,16,0.222,EtOH,24_hrs,98,120,Model,4,0.059
04/11/21,58,Alc+Str,female,83,32,16,0.23,EtOH,24_hrs,117,90,Model,4,0.076
04/11/21,59,Ctrl,female,83,32,16,0.232,EtOH,24_hrs,110,105,Model,4,0.084
04/11/21,61,Alc,male,83,32,16,0.345,EtOH,24_hrs,108,88,Model,4,0.168
04/11/21,62,Alc+Str,male,83,32,16,0.323,EtOH,24_hrs,119,78,Model,4,0.168
04/11/21,63,Ctrl,male,83,32,16,0.401,EtOH,24_hrs,119,75,Model,4,0.228
04/11/21,64,Ctrl,male,83,32,16,0.372,EtOH,24_hrs,107,87,Model,4,0.181
04/11/21,65,Str,male,83,32,16,0.364,EtOH,24_hrs,86,119,Model,4,0.182
04/11/21,66,Alc+Str,male,83,32,16,0.34,EtOH,24_hrs,110,93,Model,4,0.132
04/11/21,67,Alc,male,83,32,16,0.406,EtOH,24_hrs,112,89,Model,4,0.204
04/11/21,52,Str,female,84,33,16,0.206,H2O,start,124,123,Model,4,0.048
04/11/21,53,Alc,female,84,33,16,0.253,H2O,start,124,122,Model,4,0.1
04/11/21,54,Ctrl,female,84,33,16,0.26,H2O,start,123,123,Model,4,0.105
04/11/21,56,Alc,female,84,33,16,0.254,H2O,start,124,124,Model,4,0.093
04/11/21,57,Str,female,84,33,16,0.227,H2O,start,124,125,Model,4,0.064
04/11/21,58,Alc+Str,female,84,33,16,0.235,H2O,start,123,123,Model,4,0.081
04/11/21,59,Ctrl,female,84,33,16,0.234,H2O,start,123,125,Model,4,0.086
04/11/21,61,Alc,male,84,33,16,0.347,H2O,start,124,123,Model,4,0.17
04/11/21,62,Alc+Str,male,84,33,16,0.338,H2O,start,123,123,Model,4,0.183
04/11/21,63,Ctrl,male,84,33,16,0.4,H2O,start,121,123,Model,4,0.227
04/11/21,64,Ctrl,male,84,33,16,0.37,H2O,start,119,123,Model,4,0.179
04/11/21,65,Str,male,84,33,16,0.36,H2O,start,122,122,Model,4,0.178
04/11/21,66,Alc+Str,male,84,33,16,0.346,H2O,start,120,123,Model,4,0.138
04/11/21,67,Alc,male,84,33,16,0.414,H2O,start,125,123,Model,4,0.212
05/11/21,52,Str,female,84,33,16,0.206,H2O,24_hrs,98,117,Model,4,0.048
05/11/21,53,Alc,female,84,33,16,0.253,H2O,24_hrs,93,106,Model,4,0.1
05/11/21,54,Ctrl,female,84,33,16,0.26,H2O,24_hrs,120,76,Model,4,0.105
05/11/21,56,Alc,female,84,33,16,0.254,H2O,24_hrs,106,108,Model,4,0.093
05/11/21,57,Str,female,84,33,16,0.227,H2O,24_hrs,100,112,Model,4,0.064
05/11/21,58,Alc+Str,female,84,33,16,0.235,H2O,24_hrs,118,86,Model,4,0.081
05/11/21,59,Ctrl,female,84,33,16,0.234,H2O,24_hrs,103,113,Model,4,0.086
05/11/21,61,Alc,male,84,33,16,0.347,H2O,24_hrs,117,74,Model,4,0.17
05/11/21,62,Alc+Str,male,84,33,16,0.338,H2O,24_hrs,107,94,Model,4,0.183
05/11/21,63,Ctrl,male,84,33,16,0.4,H2O,24_hrs,85,116,Model,4,0.227
05/11/21,64,Ctrl,male,84,33,16,0.37,H2O,24_hrs,111,88,Model,4,0.179
05/11/21,65,Str,male,84,33,16,0.36,H2O,24_hrs,106,92,Model,4,0.178
05/11/21,66,Alc+Str,male,84,33,16,0.346,H2O,24_hrs,74,114,Model,4,0.138
05/11/21,67,Alc,male,84,33,16,0.414,H2O,24_hrs,93,103,Model,4,0.212
05/11/21,52,Str,female,85,33,17,0.211,EtOH,start,124,123,Model,4,0.053
05/11/21,53,Alc,female,85,33,17,0.267,EtOH,start,121,122,Model,4,0.114
05/11/21,54,Ctrl,female,85,33,17,0.262,EtOH,start,126,123,Model,4,0.107
05/11/21,56,Alc,female,85,33,17,0.254,EtOH,start,121,123,Model,4,0.093
05/11/21,57,Str,female,85,33,17,0.218,EtOH,start,125,122,Model,4,0.055
05/11/21,58,Alc+Str,female,85,33,17,0.237,EtOH,start,120,123,Model,4,0.083
05/11/21,59,Ctrl,female,85,33,17,0.23,EtOH,start,122,122,Model,4,0.082
05/11/21,61,Alc,male,85,33,17,0.359,EtOH,start,120,122,Model,4,0.182
05/11/21,62,Alc+Str,male,85,33,17,0.336,EtOH,start,123,122,Model,4,0.181
05/11/21,63,Ctrl,male,85,33,17,0.4,EtOH,start,121,120,Model,4,0.227
05/11/21,64,Ctrl,male,85,33,17,0.378,EtOH,start,122,123,Model,4,0.187
05/11/21,65,Str,male,85,33,17,0.362,EtOH,start,122,124,Model,4,0.18
05/11/21,66,Alc+Str,male,85,33,17,0.352,EtOH,start,120,123,Model,4,0.144
05/11/21,67,Alc,male,85,33,17,0.419,EtOH,start,124,121,Model,4,0.217
05/11/21,52,Str,female,85,34,17,0.211,EtOH,30_mins,123,119,Model,4,0.053
05/11/21,53,Alc,female,85,34,17,0.267,EtOH,30_mins,119,121,Model,4,0.114
05/11/21,54,Ctrl,female,85,34,17,0.262,EtOH,30_mins,122,123,Model,4,0.107
05/11/21,56,Alc,female,85,34,17,0.254,EtOH,30_mins,120,124,Model,4,0.093
05/11/21,57,Str,female,85,34,17,0.218,EtOH,30_mins,124,120,Model,4,0.055
05/11/21,58,Alc+Str,female,85,34,17,0.237,EtOH,30_mins,120,123,Model,4,0.083
05/11/21,59,Ctrl,female,85,34,17,0.23,EtOH,30_mins,121,122,Model,4,0.082
05/11/21,61,Alc,male,85,34,17,0.359,EtOH,30_mins,118,123,Model,4,0.182
05/11/21,62,Alc+Str,male,85,34,17,0.336,EtOH,30_mins,122,119,Model,4,0.181
05/11/21,63,Ctrl,male,85,34,17,0.4,EtOH,30_mins,117,119,Model,4,0.227
05/11/21,64,Ctrl,male,85,34,17,0.378,EtOH,30_mins,117,123,Model,4,0.187
05/11/21,65,Str,male,85,34,17,0.362,EtOH,30_mins,117,123,Model,4,0.18
05/11/21,66,Alc+Str,male,85,34,17,0.352,EtOH,30_mins,120,123,Model,4,0.144
05/11/21,67,Alc,male,85,34,17,0.419,EtOH,30_mins,124,119,Model,4,0.217
06/11/21,52,Str,female,85,34,17,0.211,EtOH,24_hrs,122,87,Model,4,0.053
06/11/21,53,Alc,female,85,34,17,0.267,EtOH,24_hrs,115,91,Model,4,0.114
06/11/21,54,Ctrl,female,85,34,17,0.262,EtOH,24_hrs,111,100,Model,4,0.107
06/11/21,56,Alc,female,85,34,17,0.254,EtOH,24_hrs,119,81,Model,4,0.093
06/11/21,57,Str,female,85,34,17,0.218,EtOH,24_hrs,121,88,Model,4,0.055
06/11/21,58,Alc+Str,female,85,34,17,0.237,EtOH,24_hrs,118,96,Model,4,0.083
06/11/21,59,Ctrl,female,85,34,17,0.23,EtOH,24_hrs,122,89,Model,4,0.082
06/11/21,61,Alc,male,85,34,17,0.359,EtOH,24_hrs,114,90,Model,4,0.182
06/11/21,62,Alc+Str,male,85,34,17,0.336,EtOH,24_hrs,120,88,Model,4,0.181
06/11/21,63,Ctrl,male,85,34,17,0.4,EtOH,24_hrs,69,119,Model,4,0.227
06/11/21,64,Ctrl,male,85,34,17,0.378,EtOH,24_hrs,80,121,Model,4,0.187
06/11/21,65,Str,male,85,34,17,0.362,EtOH,24_hrs,116,94,Model,4,0.18
06/11/21,66,Alc+Str,male,85,34,17,0.352,EtOH,24_hrs,116,79,Model,4,0.144
06/11/21,67,Alc,male,85,34,17,0.419,EtOH,24_hrs,113,84,Model,4,0.217
06/11/21,52,Str,female,86,35,17,0.203,H2O,start,125,124,Model,4,0.045
06/11/21,53,Alc,female,86,35,17,0.266,H2O,start,123,122,Model,4,0.113
06/11/21,54,Ctrl,female,86,35,17,0.252,H2O,start,122,123,Model,4,0.097
06/11/21,56,Alc,female,86,35,17,0.26,H2O,start,121,123,Model,4,0.099
06/11/21,57,Str,female,86,35,17,0.229,H2O,start,122,126,Model,4,0.066
06/11/21,58,Alc+Str,female,86,35,17,0.233,H2O,start,123,125,Model,4,0.079
06/11/21,59,Ctrl,female,86,35,17,0.238,H2O,start,124,123,Model,4,0.09
06/11/21,61,Alc,male,86,35,17,0.363,H2O,start,124,124,Model,4,0.186
06/11/21,62,Alc+Str,male,86,35,17,0.337,H2O,start,122,124,Model,4,0.182
06/11/21,63,Ctrl,male,86,35,17,0.405,H2O,start,125,125,Model,4,0.232
06/11/21,64,Ctrl,male,86,35,17,0.377,H2O,start,124,124,Model,4,0.186
06/11/21,65,Str,male,86,35,17,0.362,H2O,start,124,123,Model,4,0.18
06/11/21,66,Alc+Str,male,86,35,17,0.351,H2O,start,121,125,Model,4,0.143
06/11/21,67,Alc,male,86,35,17,0.414,H2O,start,122,123,Model,4,0.212
